,file,frame,person,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
260,idle_bob_1.MOV,260,0,tensor(373.5485),tensor(336.0131),tensor(405.6009),tensor(307.2687),tensor(338.5485),tensor(311.4871),tensor(455.4056),tensor(337.0757),tensor(295.5640),tensor(349.0659),tensor(509.0918),tensor(540.6176),tensor(254.4210),tensor(546.0735),tensor(553.9014),tensor(798.1180),tensor(188.7875),tensor(794.6104),tensor(560.5487),tensor(1011.7742),tensor(157.5680),tensor(993.4172),tensor(445.4342),tensor(962.7999),tensor(286.0518),tensor(961.1791),tensor(415.7278),tensor(1300.2423),tensor(302.2578),tensor(1292.7141),tensor(393.5800),tensor(1564.4518),tensor(319.1103),tensor(1558.9340)
261,idle_bob_1.MOV,261,0,tensor(373.4627),tensor(336.7392),tensor(405.0225),tensor(307.9301),tensor(338.4648),tensor(312.4506),tensor(455.0624),tensor(337.7097),tensor(296.3117),tensor(350.3901),tensor(510.0215),tensor(543.3344),tensor(255.4458),tensor(546.7973),tensor(555.6981),tensor(803.8931),tensor(188.5178),tensor(796.2036),tensor(561.4913),tensor(1011.8145),tensor(159.4860),tensor(996.6520),tensor(444.6727),tensor(965.1561),tensor(285.4693),tensor(962.5587),tensor(415.6271),tensor(1301.1262),tensor(303.0860),tensor(1292.2722),tensor(393.6771),tensor(1564.7802),tensor(318.5420),tensor(1557.8280)
262,idle_bob_1.MOV,262,0,tensor(372.0536),tensor(339.8231),tensor(403.9378),tensor(310.9637),tensor(337.0656),tensor(315.3533),tensor(454.5952),tensor(340.3599),tensor(294.9390),tensor(352.6956),tensor(510.0523),tensor(544.4523),tensor(254.7189),tensor(548.1932),tensor(555.6445),tensor(803.4447),tensor(189.3754),tensor(796.3871),tensor(560.9319),tensor(1012.6877),tensor(162.2780),tensor(996.8109),tensor(446.2669),tensor(966.1104),tensor(286.4498),tensor(963.5771),tensor(416.5522),tensor(1300.9703),tensor(303.0229),tensor(1292.0343),tensor(393.5750),tensor(1564.4337),tensor(319.0735),tensor(1557.4414)
263,idle_bob_1.MOV,263,0,tensor(371.3332),tensor(339.3277),tensor(403.9304),tensor(310.8484),tensor(337.0549),tensor(314.4017),tensor(454.8078),tensor(341.0315),tensor(294.9942),tensor(351.1593),tensor(509.7161),tensor(545.3132),tensor(252.9906),tensor(548.7518),tensor(557.1114),tensor(804.3549),tensor(188.9252),tensor(799.9966),tensor(562.8161),tensor(1013.4687),tensor(164.9332),tensor(1001.7358),tensor(447.1726),tensor(967.9968),tensor(286.5898),tensor(965.6805),tensor(417.3857),tensor(1302.3890),tensor(302.2449),tensor(1294.9583),tensor(393.6409),tensor(1564.7831),tensor(320.4612),tensor(1561.3181)
264,idle_bob_1.MOV,264,0,tensor(372.8644),tensor(339.2559),tensor(405.3353),tensor(310.3924),tensor(338.3991),tensor(314.2411),tensor(456.3049),tensor(339.5399),tensor(296.3861),tensor(350.3756),tensor(510.6983),tensor(543.8322),tensor(255.2322),tensor(546.8502),tensor(557.7808),tensor(804.0467),tensor(192.6723),tensor(796.7480),tensor(562.6207),tensor(1013.6561),tensor(168.1126),tensor(998.4656),tensor(446.1896),tensor(967.8019),tensor(286.4038),tensor(965.2776),tensor(416.5756),tensor(1303.5956),tensor(303.3911),tensor(1296.1443),tensor(394.6871),tensor(1566.9819),tensor(321.4380),tensor(1563.1549)
265,idle_bob_1.MOV,265,0,tensor(374.2031),tensor(339.9608),tensor(406.8373),tensor(311.5957),tensor(340.2658),tensor(314.7558),tensor(457.0410),tensor(341.1844),tensor(298.1128),tensor(350.2033),tensor(510.3635),tensor(545.3218),tensor(255.9132),tensor(546.2723),tensor(558.0839),tensor(804.8416),tensor(194.5303),tensor(794.0457),tensor(561.5162),tensor(1013.0168),tensor(171.1237),tensor(995.8581),tensor(446.6667),tensor(969.4058),tensor(287.5756),tensor(966.2084),tensor(416.3532),tensor(1301.9963),tensor(303.7360),tensor(1294.0994),tensor(395.4275),tensor(1564.8981),tensor(324.2474),tensor(1561.3818)
266,idle_bob_1.MOV,266,0,tensor(373.2624),tensor(339.3047),tensor(405.5695),tensor(310.2683),tensor(338.3547),tensor(314.3072),tensor(456.3409),tensor(339.1542),tensor(295.9495),tensor(350.4503),tensor(511.3592),tensor(544.0135),tensor(255.9023),tensor(546.4614),tensor(557.7319),tensor(804.6509),tensor(195.2218),tensor(794.9914),tensor(560.6503),tensor(1015.4053),tensor(173.1305),tensor(999.6953),tensor(448.2529),tensor(970.1316),tensor(288.4240),tensor(967.4106),tensor(417.8413),tensor(1301.8198),tensor(305.1992),tensor(1294.0212),tensor(396.0073),tensor(1565.4856),tensor(323.5914),tensor(1560.9672)
267,idle_bob_1.MOV,267,0,tensor(373.3022),tensor(339.4777),tensor(405.3328),tensor(310.5621),tensor(338.6965),tensor(314.8175),tensor(455.8702),tensor(338.8575),tensor(296.7924),tensor(350.6587),tensor(510.4691),tensor(542.0572),tensor(257.1892),tensor(546.0706),tensor(555.3007),tensor(801.1876),tensor(197.3134),tensor(793.5738),tensor(558.7224),tensor(1016.7424),tensor(176.7285),tensor(998.8391),tensor(448.4460),tensor(968.9496),tensor(289.8033),tensor(967.1265),tensor(417.8143),tensor(1299.9873),tensor(305.9312),tensor(1294.1818),tensor(396.0628),tensor(1563.8621),tensor(323.2664),tensor(1561.5300)
268,idle_bob_1.MOV,268,0,tensor(374.9850),tensor(341.1494),tensor(406.5579),tensor(312.2819),tensor(340.3633),tensor(316.6479),tensor(456.2814),tensor(340.1048),tensor(298.1497),tensor(352.2174),tensor(510.5256),tensor(543.1396),tensor(257.9695),tensor(546.4342),tensor(554.8380),tensor(803.2084),tensor(198.1537),tensor(793.3982),tensor(556.0873),tensor(1018.4363),tensor(179.8731),tensor(1000.1778),tensor(447.6950),tensor(968.9666),tensor(289.3246),tensor(966.8881),tensor(417.9884),tensor(1300.9587),tensor(306.0551),tensor(1294.8434),tensor(397.4879),tensor(1564.3173),tensor(322.6736),tensor(1561.1405)
269,idle_bob_1.MOV,269,0,tensor(375.2694),tensor(342.0213),tensor(406.6038),tensor(313.1805),tensor(340.5804),tensor(317.7551),tensor(456.1987),tensor(341.0247),tensor(298.4176),tensor(353.8204),tensor(510.0894),tensor(542.9183),tensor(258.1357),tensor(547.6901),tensor(552.8947),tensor(798.6821),tensor(197.7655),tensor(793.6648),tensor(554.0580),tensor(1012.5632),tensor(180.7500),tensor(1000.8334),tensor(446.7266),tensor(968.3981),tensor(288.6162),tensor(966.7783),tensor(418.0215),tensor(1302.3083),tensor(306.3809),tensor(1295.6902),tensor(398.2150),tensor(1567.0760),tensor(322.5601),tensor(1561.9659)
270,idle_bob_1.MOV,270,0,tensor(375.2342),tensor(343.1403),tensor(406.4292),tensor(314.2750),tensor(340.6952),tensor(318.8705),tensor(456.1235),tensor(341.5635),tensor(298.9719),tensor(354.4740),tensor(510.3818),tensor(542.8120),tensor(258.8082),tensor(547.4885),tensor(552.5179),tensor(798.1442),tensor(198.4060),tensor(792.9434),tensor(552.0255),tensor(1011.9827),tensor(181.0122),tensor(1000.2442),tensor(446.0218),tensor(968.2885),tensor(288.1882),tensor(966.3243),tensor(417.3383),tensor(1302.4542),tensor(306.1762),tensor(1294.6562),tensor(396.9309),tensor(1567.7539),tensor(321.9297),tensor(1560.8595)
271,idle_bob_1.MOV,271,0,tensor(374.1136),tensor(342.2221),tensor(406.2317),tensor(313.7147),tensor(340.1939),tensor(317.3552),tensor(456.6373),tensor(342.1033),tensor(298.7372),tensor(352.5628),tensor(510.2739),tensor(544.1090),tensor(257.4798),tensor(547.1606),tensor(552.8075),tensor(800.5952),tensor(197.3694),tensor(793.8691),tensor(551.5256),tensor(1013.7047),tensor(178.8640),tensor(1000.5339),tensor(447.1585),tensor(969.4598),tensor(288.6586),tensor(966.9346),tensor(418.2823),tensor(1303.1722),tensor(305.5907),tensor(1295.0006),tensor(397.7527),tensor(1567.1763),tensor(324.2477),tensor(1561.4185)
272,idle_bob_1.MOV,272,0,tensor(373.4861),tensor(341.3962),tensor(405.2672),tensor(312.7517),tensor(339.7362),tensor(316.7798),tensor(455.8166),tensor(340.3548),tensor(298.9627),tensor(351.8417),tensor(509.9705),tensor(541.7880),tensor(258.0006),tensor(546.1673),tensor(552.1932),tensor(798.8358),tensor(197.0951),tensor(793.3706),tensor(550.5515),tensor(1013.5315),tensor(176.3719),tensor(998.5415),tensor(446.1140),tensor(968.1522),tensor(288.0968),tensor(966.1211),tensor(418.5862),tensor(1302.1447),tensor(306.1614),tensor(1294.3230),tensor(399.5425),tensor(1566.9739),tensor(325.1198),tensor(1560.8602)
273,idle_bob_1.MOV,273,0,tensor(372.2344),tensor(341.9563),tensor(404.1279),tensor(313.4037),tensor(338.8987),tensor(317.1024),tensor(455.0645),tensor(340.8866),tensor(298.7941),tensor(351.6412),tensor(509.2982),tensor(542.3719),tensor(257.0042),tensor(546.0960),tensor(551.2647),tensor(798.6140),tensor(195.3468),tensor(793.8301),tensor(549.1122),tensor(1011.0383),tensor(173.7433),tensor(999.8795),tensor(444.5132),tensor(968.9903),tensor(286.3994),tensor(966.4521),tensor(418.5621),tensor(1303.0942),tensor(305.4964),tensor(1293.4922),tensor(399.8608),tensor(1567.4260),tensor(325.1486),tensor(1559.0969)
274,idle_bob_1.MOV,274,0,tensor(370.6280),tensor(341.2659),tensor(403.0504),tensor(313.2412),tensor(337.8868),tensor(316.2245),tensor(454.4821),tensor(341.9347),tensor(298.2322),tensor(351.0170),tensor(507.5718),tensor(542.6456),tensor(256.2834),tensor(545.4868),tensor(549.9118),tensor(797.6973),tensor(194.6747),tensor(792.0108),tensor(547.4773),tensor(1008.3917),tensor(171.1115),tensor(993.0162),tensor(443.1606),tensor(966.5416),tensor(285.4038),tensor(963.6105),tensor(418.5576),tensor(1302.7235),tensor(304.5449),tensor(1292.3506),tensor(400.4531),tensor(1570.3762),tensor(325.4766),tensor(1561.3323)
275,idle_bob_1.MOV,275,0,tensor(371.2602),tensor(341.2614),tensor(403.5406),tensor(313.3255),tensor(338.3929),tensor(316.3205),tensor(454.5219),tensor(342.3040),tensor(298.4084),tensor(351.4142),tensor(506.9540),tensor(543.2840),tensor(256.1875),tensor(545.5924),tensor(548.9317),tensor(798.7035),tensor(194.1125),tensor(792.4146),tensor(547.6176),tensor(1007.5627),tensor(170.4228),tensor(993.3303),tensor(442.3401),tensor(965.9918),tensor(284.8199),tensor(962.8535),tensor(418.0096),tensor(1301.6176),tensor(304.1647),tensor(1290.4556),tensor(400.8570),tensor(1569.8408),tensor(325.4735),tensor(1559.6570)
276,idle_bob_1.MOV,276,0,tensor(371.4134),tensor(342.3068),tensor(403.8106),tensor(314.2332),tensor(338.4283),tensor(317.3159),tensor(454.9322),tensor(342.9548),tensor(298.1533),tensor(352.3174),tensor(507.0304),tensor(543.4691),tensor(255.6002),tensor(546.5934),tensor(548.0482),tensor(799.1176),tensor(192.6418),tensor(794.1417),tensor(546.7824),tensor(1008.9443),tensor(169.2627),tensor(994.3094),tensor(442.8972),tensor(965.4390),tensor(284.9891),tensor(962.8362),tensor(418.7534),tensor(1300.8505),tensor(304.8175),tensor(1290.5464),tensor(402.1297),tensor(1568.6067),tensor(327.1702),tensor(1559.2266)
277,idle_bob_1.MOV,277,0,tensor(370.6314),tensor(342.3078),tensor(402.6125),tensor(314.4763),tensor(337.9831),tensor(317.6018),tensor(452.6005),tensor(342.9323),tensor(297.7325),tensor(352.3691),tensor(505.4461),tensor(542.4679),tensor(254.3982),tensor(547.1898),tensor(548.5311),tensor(797.2050),tensor(192.0328),tensor(795.2467),tensor(547.1042),tensor(1009.6965),tensor(168.0062),tensor(994.7242),tensor(442.6296),tensor(964.4539),tensor(285.0888),tensor(962.6682),tensor(419.1486),tensor(1299.7394),tensor(304.5511),tensor(1290.9398),tensor(402.8946),tensor(1564.8962),tensor(327.4084),tensor(1557.2426)
278,idle_bob_1.MOV,278,0,tensor(370.0873),tensor(342.0244),tensor(402.4347),tensor(313.9429),tensor(337.1840),tensor(317.0952),tensor(453.3670),tensor(342.8128),tensor(296.9771),tensor(352.2771),tensor(505.7733),tensor(543.3326),tensor(254.1596),tensor(547.0563),tensor(548.3506),tensor(798.1062),tensor(190.8884),tensor(794.6456),tensor(547.3301),tensor(1007.4973),tensor(166.9678),tensor(994.8725),tensor(442.0716),tensor(964.4327),tensor(284.1237),tensor(962.2284),tensor(419.1112),tensor(1300.4089),tensor(304.6099),tensor(1291.1019),tensor(403.2072),tensor(1566.9146),tensor(327.1809),tensor(1558.9937)
279,idle_bob_1.MOV,279,0,tensor(368.2592),tensor(343.0365),tensor(400.7784),tensor(314.7697),tensor(335.4688),tensor(317.8665),tensor(452.3570),tensor(342.9175),tensor(295.6938),tensor(352.2147),tensor(505.4669),tensor(543.1591),tensor(253.0604),tensor(546.9291),tensor(547.7519),tensor(797.6425),tensor(189.4743),tensor(794.9896),tensor(547.3533),tensor(1005.1335),tensor(165.8356),tensor(994.9996),tensor(442.9022),tensor(965.3633),tensor(284.5575),tensor(963.2088),tensor(420.1154),tensor(1300.3612),tensor(305.0296),tensor(1291.1045),tensor(403.5067),tensor(1564.1613),tensor(327.5869),tensor(1556.7268)
280,idle_bob_1.MOV,280,0,tensor(368.3051),tensor(343.7644),tensor(400.3757),tensor(315.7637),tensor(335.5708),tensor(318.6926),tensor(450.3671),tensor(343.6750),tensor(295.0592),tensor(352.6808),tensor(503.1547),tensor(542.4330),tensor(251.8539),tensor(547.5228),tensor(546.6544),tensor(793.2111),tensor(189.0703),tensor(794.5190),tensor(547.5586),tensor(1003.6392),tensor(164.9821),tensor(994.9995),tensor(442.5915),tensor(964.6943),tensor(284.9771),tensor(963.1350),tensor(420.2394),tensor(1300.2111),tensor(305.2124),tensor(1291.1250),tensor(402.9950),tensor(1565.1084),tensor(327.0072),tensor(1557.1033)
281,idle_bob_2.MOV,0,0,tensor(315.4402),tensor(326.7383),tensor(349.0056),tensor(297.8242),tensor(282.8443),tensor(300.4351),tensor(404.4678),tensor(326.9815),tensor(244.3225),tensor(335.1276),tensor(465.2615),tensor(528.9310),tensor(205.0476),tensor(537.4954),tensor(521.1140),tensor(782.9689),tensor(148.1148),tensor(798.2509),tensor(527.5618),tensor(1002.4453),tensor(140.9009),tensor(1006.8635),tensor(412.0707),tensor(957.2811),tensor(247.7921),tensor(956.8067),tensor(395.4081),tensor(1306.9662),tensor(264.2390),tensor(1296.5691),tensor(374.6571),tensor(1595.1146),tensor(282.4957),tensor(1583.3298)
282,idle_bob_2.MOV,1,0,tensor(314.8095),tensor(327.1753),tensor(348.5630),tensor(298.2261),tensor(282.1539),tensor(300.7230),tensor(404.2600),tensor(327.3189),tensor(243.4722),tensor(335.1782),tensor(464.7528),tensor(528.7744),tensor(204.7182),tensor(537.1370),tensor(520.8520),tensor(782.1107),tensor(148.5669),tensor(797.5278),tensor(527.8777),tensor(1001.8647),tensor(141.1825),tensor(1007.4070),tensor(412.1087),tensor(956.7579),tensor(247.8507),tensor(956.1669),tensor(395.2300),tensor(1307.1984),tensor(263.9956),tensor(1296.5778),tensor(374.4688),tensor(1595.9645),tensor(282.1102),tensor(1583.9807)
283,idle_bob_2.MOV,2,0,tensor(315.7643),tensor(328.1407),tensor(349.8134),tensor(299.1344),tensor(282.9068),tensor(301.5251),tensor(405.8614),tensor(328.4897),tensor(243.9106),tensor(336.1329),tensor(465.6998),tensor(529.9696),tensor(204.9551),tensor(538.1287),tensor(520.3127),tensor(782.7806),tensor(148.4290),tensor(798.3869),tensor(527.6267),tensor(1001.9762),tensor(141.4053),tensor(1008.4730),tensor(412.5818),tensor(957.1152),tensor(247.8356),tensor(956.4417),tensor(396.0627),tensor(1306.8156),tensor(264.2411),tensor(1295.8882),tensor(374.3769),tensor(1594.2859),tensor(282.0742),tensor(1582.1005)
284,idle_bob_2.MOV,3,0,tensor(315.7721),tensor(330.7705),tensor(350.0541),tensor(302.0490),tensor(283.3035),tensor(304.1046),tensor(406.1350),tensor(331.8584),tensor(244.4595),tensor(338.6078),tensor(465.1714),tensor(532.5251),tensor(205.2712),tensor(540.1475),tensor(520.9092),tensor(783.8829),tensor(149.2131),tensor(798.9758),tensor(527.9176),tensor(1002.9172),tensor(141.6191),tensor(1009.3136),tensor(411.9653),tensor(957.6216),tensor(247.7006),tensor(956.8440),tensor(396.5027),tensor(1307.0717),tensor(264.6685),tensor(1296.7766),tensor(375.0370),tensor(1594.3048),tensor(282.7548),tensor(1583.6675)
285,idle_bob_2.MOV,4,0,tensor(317.3219),tensor(331.2078),tensor(351.1437),tensor(302.4129),tensor(284.7657),tensor(304.6754),tensor(406.3033),tensor(331.3882),tensor(245.7009),tensor(338.6970),tensor(465.7389),tensor(531.7360),tensor(205.8477),tensor(540.1919),tensor(520.6459),tensor(782.4133),tensor(149.3716),tensor(798.5504),tensor(527.8773),tensor(1003.7170),tensor(141.6372),tensor(1008.8735),tensor(412.6093),tensor(959.2988),tensor(248.4987),tensor(958.8131),tensor(396.5564),tensor(1308.1497),tensor(265.1670),tensor(1297.6298),tensor(374.6241),tensor(1594.6077),tensor(282.8113),tensor(1582.9050)
286,idle_bob_2.MOV,5,0,tensor(317.2096),tensor(331.9996),tensor(351.3837),tensor(303.4178),tensor(285.0080),tensor(305.2558),tensor(406.5160),tensor(332.6600),tensor(245.8776),tensor(338.7915),tensor(464.6042),tensor(532.6999),tensor(205.3353),tensor(540.3823),tensor(519.8363),tensor(784.1772),tensor(148.7745),tensor(799.2654),tensor(527.8045),tensor(1005.5706),tensor(141.3886),tensor(1009.6921),tensor(411.9827),tensor(959.1180),tensor(248.3056),tensor(958.7032),tensor(395.6627),tensor(1307.4526),tensor(264.4771),tensor(1298.3641),tensor(374.1681),tensor(1592.9229),tensor(283.0555),tensor(1584.1305)
287,idle_bob_2.MOV,6,0,tensor(319.6208),tensor(333.5002),tensor(353.6832),tensor(305.0592),tensor(287.1980),tensor(306.6637),tensor(407.5656),tensor(334.3801),tensor(246.8427),tensor(339.8686),tensor(464.8336),tensor(534.9838),tensor(205.2718),tensor(540.9426),tensor(521.2547),tensor(788.1528),tensor(148.7527),tensor(799.1697),tensor(528.4616),tensor(1008.5221),tensor(141.3747),tensor(1010.0834),tensor(411.7867),tensor(960.0495),tensor(248.1037),tensor(959.0389),tensor(393.8516),tensor(1307.9120),tensor(263.2919),tensor(1298.4485),tensor(373.0103),tensor(1592.6312),tensor(282.9599),tensor(1583.9031)
288,idle_bob_2.MOV,7,0,tensor(320.1927),tensor(333.6558),tensor(354.5367),tensor(305.4178),tensor(288.0425),tensor(306.6841),tensor(408.7419),tensor(335.1974),tensor(247.8465),tensor(339.8339),tensor(465.2679),tensor(535.6959),tensor(205.9131),tensor(540.8053),tensor(521.0164),tensor(789.8062),tensor(148.9354),tensor(799.3541),tensor(528.1507),tensor(1010.4750),tensor(142.0284),tensor(1009.2913),tensor(412.3223),tensor(958.8941),tensor(248.6361),tensor(957.5629),tensor(393.8514),tensor(1307.8871),tensor(262.7765),tensor(1298.1267),tensor(372.9790),tensor(1593.2554),tensor(282.8100),tensor(1584.4290)
289,idle_bob_2.MOV,8,0,tensor(320.2804),tensor(333.7007),tensor(354.5231),tensor(305.3535),tensor(287.9853),tensor(306.8931),tensor(408.8288),tensor(335.0099),tensor(247.8925),tensor(340.2947),tensor(466.0482),tensor(535.6797),tensor(206.1211),tensor(541.3698),tensor(521.6960),tensor(789.1493),tensor(148.9442),tensor(799.4425),tensor(528.4337),tensor(1009.6149),tensor(142.1204),tensor(1009.8154),tensor(412.7526),tensor(960.0275),tensor(248.7585),tensor(958.8774),tensor(394.0211),tensor(1308.3125),tensor(262.7033),tensor(1298.9015),tensor(372.8492),tensor(1592.3939),tensor(282.3745),tensor(1583.9637)
290,idle_bob_2.MOV,9,0,tensor(321.2764),tensor(335.3756),tensor(355.4279),tensor(307.0177),tensor(288.6780),tensor(308.5450),tensor(409.1282),tensor(336.6196),tensor(247.8246),tensor(341.9466),tensor(465.9692),tensor(536.9800),tensor(205.8150),tensor(542.8358),tensor(521.3361),tensor(790.1254),tensor(148.7501),tensor(800.7339),tensor(528.2164),tensor(1009.8276),tensor(141.7377),tensor(1009.8047),tensor(412.8855),tensor(960.7413),tensor(248.7753),tensor(959.6974),tensor(393.9242),tensor(1308.9988),tensor(262.6852),tensor(1299.5920),tensor(371.9265),tensor(1592.4510),tensor(281.7885),tensor(1583.8793)
291,idle_bob_2.MOV,10,0,tensor(323.1240),tensor(336.5317),tensor(357.2444),tensor(308.1715),tensor(290.6387),tensor(309.6150),tensor(410.5518),tensor(337.3295),tensor(249.5591),tensor(342.4471),tensor(466.4489),tensor(537.3865),tensor(206.5740),tensor(542.9949),tensor(521.2335),tensor(791.0200),tensor(148.7410),tensor(801.1276),tensor(528.2926),tensor(1011.2805),tensor(141.5178),tensor(1010.2399),tensor(412.0794),tensor(960.9291),tensor(248.2095),tensor(959.8640),tensor(393.2692),tensor(1309.3137),tensor(262.2985),tensor(1299.9939),tensor(372.2274),tensor(1592.5684),tensor(281.9399),tensor(1584.0437)
292,idle_bob_2.MOV,11,0,tensor(323.6999),tensor(335.5621),tensor(357.5652),tensor(307.2604),tensor(290.9883),tensor(308.8768),tensor(410.2767),tensor(336.6033),tensor(249.4451),tensor(342.1760),tensor(466.2912),tensor(536.4241),tensor(207.0175),tensor(542.6699),tensor(521.1968),tensor(789.2478),tensor(149.2506),tensor(800.3484),tensor(527.8480),tensor(1011.2260),tensor(141.5389),tensor(1010.8715),tensor(413.0008),tensor(960.0718),tensor(249.4711),tensor(959.2519),tensor(393.1433),tensor(1308.3842),tensor(262.8419),tensor(1299.4193),tensor(371.9437),tensor(1593.2838),tensor(282.0243),tensor(1584.8014)
293,idle_bob_2.MOV,12,0,tensor(323.9445),tensor(335.4269),tensor(357.7934),tensor(307.1055),tensor(291.1468),tensor(308.7082),tensor(410.3009),tensor(336.3680),tensor(249.3968),tensor(341.8972),tensor(466.1064),tensor(536.1050),tensor(206.9475),tensor(542.2612),tensor(520.6693),tensor(787.8829),tensor(148.9977),tensor(798.6308),tensor(527.7657),tensor(1010.9861),tensor(140.8055),tensor(1010.3580),tensor(413.1749),tensor(960.4514),tensor(249.7840),tensor(959.6592),tensor(393.3529),tensor(1308.1091),tensor(263.2489),tensor(1299.1743),tensor(372.1215),tensor(1592.4950),tensor(282.2188),tensor(1584.0536)
294,idle_bob_2.MOV,13,0,tensor(323.3386),tensor(336.9465),tensor(357.2664),tensor(308.6681),tensor(290.8231),tensor(310.2079),tensor(410.2539),tensor(337.9093),tensor(249.6538),tensor(343.2803),tensor(466.3340),tensor(537.6180),tensor(207.1377),tensor(543.4116),tensor(520.4484),tensor(790.9564),tensor(149.0572),tensor(800.2874),tensor(526.3046),tensor(1014.1163),tensor(141.1604),tensor(1010.9484),tensor(412.9674),tensor(960.8079),tensor(249.4373),tensor(959.7955),tensor(393.5349),tensor(1308.0891),tensor(262.5126),tensor(1298.8787),tensor(372.4826),tensor(1591.5693),tensor(281.5661),tensor(1582.8882)
295,idle_bob_2.MOV,14,0,tensor(324.3290),tensor(337.0124),tensor(358.1561),tensor(308.6558),tensor(291.6710),tensor(310.3771),tensor(410.6468),tensor(337.4983),tensor(250.0846),tensor(343.2910),tensor(466.7985),tensor(536.6532),tensor(207.1245),tensor(543.5425),tensor(520.8770),tensor(788.5276),tensor(148.8668),tensor(799.7046),tensor(525.9821),tensor(1013.9619),tensor(140.1983),tensor(1011.8087),tensor(413.2340),tensor(961.6806),tensor(249.5673),tensor(961.1794),tensor(393.2118),tensor(1308.2013),tensor(262.4797),tensor(1300.0404),tensor(371.9915),tensor(1590.6190),tensor(282.0041),tensor(1583.3148)
296,idle_bob_2.MOV,15,0,tensor(326.0944),tensor(336.1281),tensor(359.6624),tensor(307.8573),tensor(293.1508),tensor(309.5953),tensor(411.2227),tensor(337.0200),tensor(250.7386),tensor(342.9389),tensor(466.7949),tensor(536.5616),tensor(207.1909),tensor(543.6666),tensor(520.8256),tensor(788.2771),tensor(148.8415),tensor(800.4934),tensor(527.3052),tensor(1013.3529),tensor(140.1067),tensor(1012.4101),tensor(412.9806),tensor(961.5817),tensor(249.3799),tensor(961.2283),tensor(393.2431),tensor(1308.2274),tensor(262.6073),tensor(1299.9448),tensor(371.8711),tensor(1590.6578),tensor(281.4603),tensor(1582.7373)
297,idle_bob_2.MOV,16,0,tensor(325.8489),tensor(336.3367),tensor(359.3557),tensor(308.1443),tensor(292.9171),tensor(309.9308),tensor(410.7881),tensor(337.5779),tensor(250.5076),tensor(343.6016),tensor(466.6505),tensor(537.1976),tensor(207.0485),tensor(544.5007),tensor(520.9186),tensor(788.5573),tensor(149.0340),tensor(800.7514),tensor(526.1639),tensor(1013.8204),tensor(140.3319),tensor(1012.2803),tensor(413.1078),tensor(962.2202),tensor(249.4709),tensor(961.9369),tensor(393.4469),tensor(1308.6968),tensor(262.6208),tensor(1300.6802),tensor(371.8237),tensor(1591.3444),tensor(281.4896),tensor(1583.8781)
298,idle_bob_2.MOV,17,0,tensor(323.4094),tensor(337.2931),tensor(357.0558),tensor(308.9507),tensor(290.8018),tensor(310.6626),tensor(409.4451),tensor(337.7557),tensor(249.4543),tensor(343.5855),tensor(466.3813),tensor(537.5740),tensor(206.7300),tensor(544.3112),tensor(521.1691),tensor(789.8037),tensor(148.8225),tensor(801.0278),tensor(525.3066),tensor(1012.4183),tensor(140.2974),tensor(1012.2880),tensor(413.3771),tensor(963.1981),tensor(249.7934),tensor(962.5516),tensor(393.4953),tensor(1309.1344),tensor(262.7521),tensor(1300.8005),tensor(371.5186),tensor(1591.1481),tensor(281.4903),tensor(1583.8799)
299,idle_bob_2.MOV,18,0,tensor(324.0184),tensor(337.6177),tensor(357.6542),tensor(309.1429),tensor(291.1886),tensor(311.0798),tensor(409.7300),tensor(337.4915),tensor(249.2856),tensor(343.8293),tensor(466.3213),tensor(536.1097),tensor(206.6925),tensor(544.2222),tensor(521.1052),tensor(787.6539),tensor(149.3267),tensor(800.9880),tensor(525.4276),tensor(1012.5546),tensor(140.6504),tensor(1011.9708),tensor(413.7905),tensor(961.8657),tensor(250.1136),tensor(961.9515),tensor(393.2879),tensor(1308.1018),tensor(262.3973),tensor(1301.3481),tensor(371.6331),tensor(1590.1454),tensor(281.3264),tensor(1584.6998)
300,idle_bob_2.MOV,19,0,tensor(324.2615),tensor(339.4335),tensor(357.9538),tensor(310.9727),tensor(291.5217),tensor(312.7510),tensor(409.6730),tensor(338.9332),tensor(249.2661),tensor(344.8667),tensor(465.8957),tensor(536.6756),tensor(205.9386),tensor(545.0854),tensor(521.2541),tensor(786.7980),tensor(148.5791),tensor(801.2328),tensor(525.1315),tensor(1012.3328),tensor(140.7466),tensor(1012.2788),tensor(413.8076),tensor(962.0864),tensor(250.0028),tensor(962.4813),tensor(393.9369),tensor(1308.2957),tensor(262.8223),tensor(1302.3600),tensor(371.9648),tensor(1590.2292),tensor(282.1484),tensor(1586.0219)
